source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,phot_variable_flag
3704342291310623488,193.8989092776972,1.1907661927999527,3.3972436062113993,1.138987440079035,,,3.154632590572973,"NOT_AVAILABLE"
5589311353427428096,109.28560014186127,2.596384220886428,-37.09745047651609,3.4433237851702407,,,3.215884295390662,"NOT_AVAILABLE"
329384512263823360,32.386693753639456,9.342913407306291,34.987129159781965,3.62454217932869,,,3.240420986216499,"NOT_AVAILABLE"
4629125166197136256,56.810529640189145,1.0646690352129475,-74.23848479469156,0.947858535384782,,,3.3090470285383695,"NOT_AVAILABLE"
2968097043220615808,82.06132082333338,0.7455106999497315,-20.759791133467935,0.9195107130468063,,,3.326514604563304,"NOT_AVAILABLE"
2202629997292988928,325.87694117487257,0.8501974726850964,58.78002891128556,0.8607577187650391,,,3.338132256631365,"NOT_AVAILABLE"
2962546601148655488,76.36537706401334,0.8598492653194981,-22.371346268225047,0.9273511976961093,,,3.3788005224108844,"NOT_AVAILABLE"
5786929086547274112,211.33122211767343,1.600122906095055,-76.7968966538706,1.2202095541630427,,,3.391440053492172,"NOT_AVAILABLE"
426558456578909056,14.177423983107415,5.44391553002595,60.716724357505605,4.087158462235434,,,3.403535025410047,"NOT_AVAILABLE"
4473334470304897024,265.8679594521625,2.075681012358508,4.567967792113831,2.070596236526642,,,3.4574347443468163,"NOT_AVAILABLE"
2199493434211840512,332.713762075799,1.355170104322635,58.20128624278751,1.3983504362216095,,,3.506684256914383,"NOT_AVAILABLE"
3736865261144826240,195.54298920491678,1.4028943355505612,10.959230594674352,1.2656930650270444,,,3.510063570100833,"NOT_AVAILABLE"
1297565458992032896,247.5545605054344,1.5326792274493415,21.489547498394398,1.7058591744123266,,,3.526027631421016,"NOT_AVAILABLE"
1824534959549870848,296.84697173536426,1.081035602605086,18.534315130313267,1.3032941848390427,,,3.527360222493055,"NOT_AVAILABLE"
5512070902092668928,112.30728052173868,1.5852716687099218,-43.300645155022075,2.0360262258373942,,,3.565150499569281,"NOT_AVAILABLE"
1415230378737877120,262.608065496602,1.2910134035782925,52.301440587696725,2.0384211574292785,,,3.572350551155843,"NOT_AVAILABLE"
4713424653979455616,29.69477992100947,0.9552632715804713,-61.56974571831765,0.9269573102258163,,,3.6036535919131794,"NOT_AVAILABLE"
4082115210800834560,287.44096941088526,1.0437886932062448,-21.023768503062755,1.0383088383057173,,,3.6117734682955174,"NOT_AVAILABLE"
1887953690724602496,340.750634551671,0.5717445932552705,30.221136476542107,0.5771896107499566,,,3.615737611449056,"NOT_AVAILABLE"
1614731953234268800,231.2323238349115,0.615333420802884,58.966137218882054,0.5715995015819177,,,3.6462148289038154,"NOT_AVAILABLE"
5538814185978351488,116.31367731388615,1.458007292688865,-37.96856267052168,2.827246827054421,,,3.650003608882141,"NOT_AVAILABLE"
229898020124416896,59.46359145779845,1.5859141171373818,40.01010239788738,1.5555375992158056,,,3.657921588935313,"NOT_AVAILABLE"
1061909807574930048,172.85043919523508,0.6776767470469298,69.33099665593076,0.7057251241028514,,,3.66802738463279,"NOT_AVAILABLE"
510204838743916288,21.45644656249925,2.031118159128195,60.23508016162161,1.2690955786533893,,,3.6717333338271843,"NOT_AVAILABLE"
3288921715727755136,72.46199536399543,1.1839707544978153,6.961328566979073,1.1564752106118354,,,3.6849830195536306,"NOT_AVAILABLE"
1851924859347036416,318.23408895947864,1.490043839159475,30.226709366390146,1.2513511081781372,,,3.6895008778648553,"NOT_AVAILABLE"
2255173119656109696,288.1397911500615,1.137538028314242,67.66192475726115,1.2089861641389938,,,3.706626083355811,"NOT_AVAILABLE"
5253347569744238464,154.27050623826932,3.0186960696328655,-61.33228107032598,1.9462904299066368,,,3.7086226456207925,"NOT_AVAILABLE"
2971266106314044416,83.1825852932733,3.311059619194546,-17.822266508349685,3.6477898332472347,,,3.7107554629559054,"NOT_AVAILABLE"
5249119019819706624,146.77536754340485,1.2002855647923623,-65.07197603353757,1.272645567604028,,,3.7113940107482257,"NOT_AVAILABLE"
2470140317332938624,17.14837814260276,0.6592718903704536,-10.182843147287043,0.6068921241534216,,,3.7269137469369973,"NOT_AVAILABLE"
6044420725362371456,248.97059200783133,1.1768386505959434,-28.216110972801122,1.1215609474145807,,,3.7308803990556036,"NOT_AVAILABLE"
4676528204847562240,63.60653060228402,0.6682826542418913,-62.47362452462846,0.5659999277546482,,,3.744503030815782,"NOT_AVAILABLE"
6058271960531069184,185.33859013118018,0.6411640041976925,-60.40076618727661,0.6101610951425989,,,3.756105517387592,"NOT_AVAILABLE"
3312052244920141184,64.9488523801008,1.057584826515633,15.62754542041827,1.0236360198033778,,,3.7627259007511427,"NOT_AVAILABLE"
5250032954502665088,146.31160047908955,0.6682487014458255,-62.50787019124196,0.6570361309570842,,,3.7934321963228825,"NOT_AVAILABLE"
2195115556868582272,311.323155238665,0.5354697068047113,61.84219222270736,0.5652819646633751,,,3.800231394820255,"NOT_AVAILABLE"
48026770980471808,67.15464436963639,1.0611346940796398,19.1802828527122,1.0130657742436613,,,3.807987987575327,"NOT_AVAILABLE"
2921973694370681600,103.53311719242343,0.7489152817620284,-24.1841942127376,0.8197809210806046,,,3.831066272247117,"NOT_AVAILABLE"
1352588216301487488,250.72421238795684,0.6664099610436074,38.921900075302915,0.6838815016782576,,,3.8369343238918887,"NOT_AVAILABLE"
2478112154591443456,21.00552589269978,0.7160456997495575,-8.184099859231507,0.6029031396882757,,,3.838001686526514,"NOT_AVAILABLE"
3174163556832970496,69.54475734915387,0.9094234758456393,-14.304664369659728,0.8874131835843846,,,3.843511414328841,"NOT_AVAILABLE"
2082600848369654144,303.4079605977831,1.3371801149056015,46.74133729550626,1.8344599285355405,,,3.844597312509954,"NOT_AVAILABLE"
4871775047301224832,66.00953302073907,0.7509683280540425,-34.0166472054027,0.7794732138268261,,,3.869875008310295,"NOT_AVAILABLE"
5610441596091331328,105.42975684973224,1.896409586762724,-27.93480801254708,2.1825270044216007,,,3.885533080131541,"NOT_AVAILABLE"
6880093852171688832,304.51382607644763,0.4844649241700542,-12.54484225032114,0.4700689610303005,,,3.89157242719892,"NOT_AVAILABLE"
2084154939336899840,303.8680174950831,1.2959316899955415,47.71421643929825,1.570547499569489,,,3.8917485664248233,"NOT_AVAILABLE"
1696877566457038976,230.18188358471366,0.9627169937989442,71.83409641717085,0.93658051642707,,,3.8995537942324923,"NOT_AVAILABLE"
5253796342283975040,158.00594385446348,0.8452886588573206,-61.68528861089419,0.8507944771755424,,,3.906055737867778,"NOT_AVAILABLE"
2386316505768789888,347.36189030124325,2.49182955916456,-21.17228835627341,1.7671345030688628,,,3.920283564925949,"NOT_AVAILABLE"
5843518235609138304,195.5712090340932,0.9632054873691615,-71.54895542896145,0.9459222643535243,,,3.9431431511382584,"NOT_AVAILABLE"
2022881664581006336,292.17579671718215,0.8170976172542554,24.664460566389472,0.865548274074241,,,3.96058950699668,"NOT_AVAILABLE"
3296627024495940224,73.13318291600936,0.9923792970306644,14.250414525411664,0.9829485658231412,,,3.969068739145868,"NOT_AVAILABLE"
2043823925118742528,284.735913427722,1.0784518226248159,32.68956388796327,1.2710328794762884,,,3.9697945280379194,"NOT_AVAILABLE"
6203033936319472512,220.91400600215954,0.9422059252907503,-35.17440908590998,0.8848185845768448,,,3.9769413597936882,"NOT_AVAILABLE"
2939555950451215104,99.1712666294828,0.46760551467057987,-19.256169999190085,0.5752391580812851,,,3.990398828737998,"NOT_AVAILABLE"
1939115474299473536,354.3919771634351,0.738970306886181,46.45639397680906,0.7040319754338956,,,3.99583304931571,"NOT_AVAILABLE"
